source_lemma,iaa_outcome,c_has_pair,a_has_pair,c_kalimat_asal,a_kalimat_asal,c_kalimat_tujuan,a_kalimat_tujuan,match_asal_strict,match_asal_normalized,match_asal_fuzzy,match_asal_fuzzy_score,match_tujuan_strict,match_tujuan_normalized,match_tujuan_fuzzy,match_tujuan_fuzzy_score,concatenation_candidate,outcome
bingkai,agreed_extracted_match,True,True,bingkai papan tulis itu sudah rusak,'bingke papan tulis itu la ghusak,bingke papan tulis itu la ghusak,bingkai papan tulis itu sudah rusak,False,False,False,0.465,False,False,False,0.465,False,wrong_extraction
bros,agreed_extracted_match,True,True,bros yg dipakainya bagus sekali,'bghos yg dipakenyo elok nian,bghos yg dipakenyo elok nian,bros yg dipakainya bagus sekali,False,False,False,0.196,False,False,False,0.196,False,wrong_extraction
bungalo,agreed_extracted_match,True,False,waktu libur semester kami menginap di bungalo,,waktu libugh semestegh kami nginap di bungalo,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
dekadensi,agreed_extracted_match,True,True,seni sastra Indonesia mengalami dekadensi,'seni sastgha Indonesia ngalami dekadensi,seni sastgha Indonesia ngalami dekadensi,seni sastra Indonesia mengalami dekadensi,False,False,False,0.711,False,False,False,0.711,False,wrong_extraction
demam,agreed_extracted_match,True,True,semalam saya demam,'smalam sayo demam,smalam sayo demam,semalam soya demam,False,False,False,0.579,False,False,False,0.429,False,wrong_extraction
demonstrasi,agreed_extracted_match,True,True,demonstrasi di pinggir jalan,'demonstghasi di tepi jalan,demonstghasi di tepi jalan,demonstrasi idémonstrasil di pinggir jalan,False,False,False,0.389,False,False,False,0.295,False,wrong_extraction
desak,agreed_no_pair,False,True,,'budak-budak duduk badesakan dl kelas yg sempit,,anak-anak duduk desak v desak berdesakan dl keics yg sempit,False,False,False,0.0,False,False,False,0.0,False,FP
dilema,agreed_extracted_match,True,True,dia menghadapi dilema yg sangat sulit,"'dio ngadapi dilema yg paya nian' di.na .mis a dinamis: pemerintah berusaha dilema dl pembangunan, 'pemeghinta baghusaha dinamis dl pembangunan",dio ngadapi dilema yg paya nian,"dia menghadapi dilema yg sangat sulit,",False,False,False,0.137,False,False,False,0.306,True,wrong_extraction
dominan,agreed_extracted_match,True,True,x lebih dominan dr pd y,'x lebih dominan daghi pado y,x lebih dominan daghi pado y,x lebih dominan a dominan drpd y,False,False,False,0.469,False,False,False,0.441,False,wrong_extraction
duka,agreed_extracted_match,True,True,kawan dl suka dan duka,'kawan dl suko dan duko,kawan dl suko dan duko,kawan dl suka dan duka,False,False,False,0.7,False,False,False,0.7,False,wrong_extraction
dwitunggal,agreed_extracted_match,True,True,dwitunggal Sukarno-Hatta,duo tunggal Sukarno-Hatta,duo tunggal Sukarno-Hatta,dwitunggal Sukarno-Hatta,False,False,False,0.731,False,False,False,0.731,False,wrong_extraction
edar,agreed_extracted_match,True,True,itu merupakan garis edar bumi,'itu maghupokan gaghis edagh bumi,itu maghupokan gaghis edagh bumi,itu merupakan garis edar war edagh bumi,False,False,False,0.341,False,False,False,0.409,False,wrong_extraction
eja,agreed_extracted_match,True,True,"sebelum membacanya, huruf-huruf itu kau eja dulu",'sabelum mbaconyo hughuf-hughuf itu kau ejo dulu,sabelum mbaconyo hughuf-hughuf itu kau ejo dulu,"sebelum membacanya, huruf-huruf itu kau eja dulu,",False,False,False,0.424,False,False,False,0.424,False,wrong_extraction
entah,agreed_extracted_match,True,True,"entah apa yg dibawanya tadi, saya tidak melihatnya","'tab apo yg dibawanyo tadi, sayo dak meliatnyo","tah apo yg dibawanyo tadi, sayo dak meliatnyo","entah apa yg dibawanya tadi, saya tidak melihatnya,",False,False,False,0.458,False,False,False,0.536,False,wrong_extraction
eram,agreed_extracted_match,True,False,eram kan saja telur bebek ini dgn listrik,,eghamkan be telogh itik ko dgn listghik,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
fundamental,agreed_extracted_match,True,True,iman merupakan suatu hal yg sangat fundamental di dl kehidupan manusia,'imam ngupokan hal yg fundamental nian dl kidupan manusio,imam ngupokan hal yg fundamental nian dl kidupan manusio,iman merupakan suatu hal yg sangat fundamental di dl kehidupan manusia,False,False,False,0.395,False,False,False,0.395,False,wrong_extraction
gergaji,agreed_extracted_match,True,False,spt gergaji dua mata,,macam ngogaji dua mato,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
gigil,agreed_no_pair,False,True,,'budak itu ngigil kaghno sakit,,anak itu gigil km sakit,False,False,False,0.0,False,False,False,0.0,False,FP
goresan,agreed_extracted_match,True,True,hasil goresannya cukup bagus,'hasil goghesannyo cukup elok,hasil goghesannyo cukup elok,hasil —nya cukup bagus,False,False,False,0.405,False,False,False,0.243,False,wrong_extraction
guna,agreed_extracted_match,True,True,guna kepentingan umum,'guno kepentingan umum,guno kepentingan umum,guna kepentingan umum,False,False,False,0.727,False,False,False,0.727,False,wrong_extraction
gunjing,agreed_extracted_match,True,True,jangan suka gunjing orang,'jangan suko pitnah oghang,jangan suko pitnah oghang,jangan suka gunjing orang,False,False,False,0.222,False,False,False,0.222,False,wrong_extraction
hafal,agreed_extracted_match,True,True,anak berumur tiga tahun itu hafal nama-nama kepala negara,'budak baghumugh (bausio) tigo taun tu dapat ngingat (nyebut) namo-namo kepalo negagho,budak baghumugh (bausio) tigo taun tu dapat ngingat (nyebut) namo-namo kepalo negagho,anak berumur tiga tahun itu hafal nama-nama kepala negara,False,False,False,0.158,False,False,False,0.158,False,wrong_extraction
halal,agreed_extracted_match,True,True,perbuatan halal akan direstui Tuhan,'kaghejo yg halal akan disukoi Tuhan,kaghejo yg halal akan disukoi Tuhan,perbuatan halal akan direstui Tuhan,False,False,False,0.354,False,False,False,0.354,False,wrong_extraction
hari,agreed_extracted_match,True,True,kita selalu bekerja setiap hari,Tito slalu begawe saban an,kito slalu begawe saban ari,kita selalu bekerja setiap hari,False,False,False,0.109,False,False,False,0.156,False,wrong_extraction
hinggap,agreed_extracted_match,True,True,kumbang hinggap di bunga,'kumbang inggap di kembang,kumbang inggap di kembang,kumbang hinggap inggap tinggih di bunga,False,False,False,0.5,False,False,False,0.389,False,wrong_extraction
ijuk,agreed_extracted_match,True,False,ijuk sapu itu lembut,,ijuk sapu tu lembut,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
ilegal,agreed_extracted_match,True,True,orang asing itu masuk ke Indonesia secara ilegal,'oghang asing tu masuk ka Indonesia sacagho dak ghesmi,oghang asing tu masuk ka Indonesia sacagho dak ghesmi,orang asing itu masukke Indonesia secara ilegal iilégali,False,False,False,0.377,False,False,False,0.308,False,wrong_extraction
ilustrator,agreed_extracted_match,True,True,dia pernah menjadi ilustrator buku-buku terbitan Balai Pustaka,'dio peghna jadi ilustghatogh buku-buku teghbitan Balai Pustaka,dio peghna jadi ilustghatogh buku-buku teghbitan Balai Pustaka,dia pernah menjadi ilustrator buku-buku terbitan Balai Pustaka,False,False,False,0.449,False,False,False,0.449,False,wrong_extraction
incaran,agreed_extracted_match,True,True,harimau itu sedang mencari incarannya,'ghimau tu lagi nyaghi incaghannyo,ghimau tu lagi nyaghi incaghannyo,harimau itu sedang mencari incaran nya,False,False,False,0.22,False,False,False,0.192,False,wrong_extraction
indikasi,agreed_extracted_match,True,True,dgn siap siaganya pasukan ABRI di perempatan jalan merupakan indikasi adanya kerawanan,'dgn basiap-siapnyo pasukan di paghempat-an jalan ghupokan patunjuk ado kaghawanan,dgn basiap-siapnyo pasukan ABRI di paghempat-an jalan ghupokan patunjuk ado kaghawanan,dgn siap siaganya pasukan di perempatan jalan merupakan indikasi adanya kerawanan,False,False,False,0.241,False,False,False,0.241,False,wrong_extraction
infeksi,agreed_extracted_match,True,True,luka yg tidak dibersihkan dapat menyebabkan infeksi,' luko yg dak dibeghsikan dapat nyebabkan infeksi,luko yg dak dibeghsikan dapat nyebabkan infeksi,luka yg tidak dibersihkan dapat menyebabkan,False,False,False,0.508,False,False,False,0.39,False,wrong_extraction
jalur,agreed_extracted_match,True,True,pohon pisang itu ditanam berjalur,'batang pisang tu ditanam bajaLugh,batang pisang tu ditanam bajaLugh,pohon pisang itu ditanam ber-jalur,False,False,False,0.439,False,False,False,0.429,False,wrong_extraction
jatuh,agreed_extracted_match,True,True,adik jatuh dr pohon,"'adik jatu daghi batang' ja.uh a jau: rumahnya jatuh dr sekolah, 'ghumahnyo jau daghi skola",adik jatu daghi batang,"adik jatuh drpo/zon,",False,False,False,0.167,False,False,False,0.233,True,wrong_extraction
jenis,agreed_extracted_match,True,True,lembu dan kerbau jenis binatang menyusui,'sapi dan keghbo jenis binatang nyusui,sapi dan keghbo jenis binatang nyusui,lembu dan kerbau jenis njenis binatang menyusui,False,False,False,0.46,False,False,False,0.434,False,wrong_extraction
jodoh,agreed_extracted_match,True,True,ia telah bertemu dgn jodohnya,'dio la batamu dgn jodohnya,dio la batamu dgn jodohnya,ia telah bertemu dgn —nya,False,False,False,0.342,False,False,False,0.146,False,wrong_extraction
kanker,agreed_extracted_match,True,True,penyakit kanker otak,'pnyakit kankegh otak,pnyakit kankegh otak,penyakit kanker otak,False,False,False,0.565,False,False,False,0.565,False,wrong_extraction
kapak,agreed_extracted_match,True,True,ayah membelah kayu dgn kapak,'ayah mbela kayu pake kapak,ayah mbela kayu pake kapak,ayah membelah kayu dgn kapak,False,False,False,0.438,False,False,False,0.438,False,wrong_extraction
kapten,agreed_extracted_match,True,True,kapten kesebelasan Indonesia mengajukan protes kpd wasit,"'kapten kasablasan Indonesia ngajukan pghotes ka wasit' ka.puk n kapuk: nenek mengisi bantal dgn kapten, 'nyaj ngisi bantal pake kapuk' ka.pur n kapugh: adik menulisi dinding dgn kapten, 'adik nulisi dinding pake kampugh' ka.rak.ter n watak: ia mempunyai kapten yg agak aneh dibandingkan dgn kakaknya, 'dio mpunyoi watak yg agak ane dibanding kakaknyo' ka.ram vi kagham: perahu kami kapten krn bocor, 'peghau kami kagham kaghno bocogh",kapten kasablasan Indonesia ngajukan pghotes ka wasit,"kapten kesebelasan Indonesia mengajukan protes kpd wasit,",False,False,False,0.151,False,False,False,0.53,True,wrong_extraction
kaus,agreed_extracted_match,True,True,baju kaus buatan Singapura itu sangat bagus sekali,'baju kaos buatan Singapugh tu elok nian,baju kaos buatan Singapugh tu elok nian,baju kaus buatan Singapura itu sangat bagus sekali,False,False,False,0.317,False,False,False,0.317,False,wrong_extraction
kearsipan,agreed_extracted_match,True,True,dokumentasi yg lengkap tergantung pd kearsipan yg baik,'apo maknonyo kalimat-kalimat itu,dokumentasi yg lengkap teghgantung pado keaghsipan yg baik,dokumentasi yg lengkap tergantungpd vg baik. 'dokumentasi yg lcngkap teghgantung pado keaghsipan yg baik' anti n makna;aghti: apakah kearsipan-nva kalimat-kalimat itu,False,False,False,0.0,False,False,False,0.446,True,wrong_extraction
kedudukan,agreed_extracted_match,True,True,gerhana matahari terjadi pd waktu kedudukan bulan tepat di antara bumi dan matahari,"waktu kaduduk-an bulan tepat di antagho bumi dan matohaghi' du.el IduélI v tinju: kedudukan antarpemuda, 'tinju antaghpemudo",gaghhano matohaghi tajadi pado waktu kaduduk-an bulan tepat di antagho bumi dan matohaghi,"gerhana matahari terjadi pd waktu kedudukan bulan tepat di antara bumi dan matahari, 'gaghhano matohaghi tajadi pado",False,False,False,0.331,False,False,False,0.581,False,wrong_extraction
keemasan,agreed_extracted_match,True,True,"tangkai bunga itu hijau, sedangkan bunganya kuning keemasan","'tangke kembang itu ijo, sedangkan kembangnyo kuning kaemasan","tangke kembang itu ijo, sedangkan kembangnyo kuning kaemasan","rangkai bunga itu hijau, sedangkan bunganya kuning keemasan,",False,False,False,0.361,False,False,False,0.342,False,wrong_extraction
kekompakan,agreed_extracted_match,True,True,kekompakan anak itu patut dicontoh,'kekompaan budak itu patut diconto,kekompaan budak itu patut diconto,kekompakan anak itu patut dicontoh,False,False,False,0.615,False,False,False,0.615,False,wrong_extraction
kemih,agreed_extracted_match,True,True,di saluran kemihnya terdapat batu ginjal,"'di salughan aek kencingnyo tadapat batu ginjal' ke.mi.ri n kemighi: kemih jatuk ke pan gkalnya, 'kemighi cainpak ka pangkalnyo",di salughan aek kencingnyo tadapat batu ginjal,"di saluran --nya terdapat batu ginjal,",False,False,False,0.239,False,False,False,0.362,True,wrong_extraction
ketat,agreed_extracted_match,True,False,pengawasan di waktu EBTA sangat ketat sekali,,pangawasan di waktu EBTA ketat nian,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
koalisi,agreed_extracted_match,True,True,kabinet koalisi itu didukung partai yg besar,'kabinet koalisi tu didukung paghte yg besak,kabinet koalisi tu didukung paghte yg besak,kabinet koalisi itu didukung partai yg besar,False,False,False,0.627,False,False,False,0.627,False,wrong_extraction
kompak,agreed_extracted_match,True,True,kedua anak itu selalu kompak,'keduo budak tu slalu sakato,keduo budak tu slalu sakato,kedua anak itu selalu kompak,False,False,False,0.19,False,False,False,0.19,False,wrong_extraction
kongres,agreed_extracted_match,True,True,kongres negara-negara berkembang sudah dimulai,'kongghes negagha-negagha beghkembang la mula-i,kongghes negagha-negagha beghkembang la mula-i',kongres ikongrés negara-negara berkembang sudah dimulai,False,False,False,0.317,False,False,False,0.288,False,wrong_extraction
konsisten,agreed_extracted_match,True,True,perbuatan hendak konsisten dgn perkataan,'peghbuat-an nyala konsisten dgn ucap-an,peghbuat-an nyala konsisten dgn ucap-an,perbuatan hendak konsisten dgnperkataan,False,False,False,0.286,False,False,False,0.268,False,wrong_extraction
korps,agreed_extracted_match,True,True,korps polisi militer,'kumpulan polisi militegh,kumpulan polisi militegh,korps polisi militer,False,False,False,0.429,False,False,False,0.429,False,wrong_extraction
kumal,agreed_extracted_match,True,True,pakaian saya sudah kumal krn tidak digosok,'pakean sayo la kaghomot-an kaghno ndak digosok,pakean sayo la kaghomot-an kaghno ndak digosok,pakaian saya sudah kumal km tidak digosok,False,False,False,0.212,False,False,False,0.215,False,wrong_extraction
kupasan,agreed_extracted_match,True,True,kupasannya sangat rapi,'koce'annyo sangat elok,koce'annyo sangat elok,nya sangat rapi,False,False,False,0.258,False,False,False,0.222,False,wrong_extraction
kurikuler,agreed_extracted_match,True,True,siswa disuruh membuat tugas kurikuler,'mughid disughu mbuat tugas kughikulegh,mughid disughu mbuat tugas kughikulegh,siswa disuruh membuat tugas kurikuler,False,False,False,0.36,False,False,False,0.36,False,wrong_extraction
kurva,agreed_extracted_match,True,True,sudut kurva itu membentuk parabola,'sudut kughva tu mbentuk paghabola,sudut kughva tu mbentuk paghabola,sudut kurva itu membentuk parabola,False,False,False,0.465,False,False,False,0.465,False,wrong_extraction
membadik,agreed_extracted_match,True,True,krn sakit hati dia membadik kawannya,'kaghno sakit ati dio nikam kawannyo,kaghno sakit ati dio nikam kawannyo,krn sakit hati dia membadik kawannya,False,False,False,0.288,False,False,False,0.288,False,wrong_extraction
membubarkan,agreed_extracted_match,True,True,komandan upacara membubarkan barisan,'komandan upacagha mubaghkan baghisan,komandan upacagha mubaghkan baghisan,komandan upacara membubarkan barisan,False,False,False,0.442,False,False,False,0.442,False,wrong_extraction
memperdagangkan,agreed_extracted_match,True,True,orang itu memperdagangkan barang-barang antik,'oghang tu nagangkan baghang-baghang antik,oghang tu nagangkan baghang-baghang antik,orang itu memperdagangkan barang-barang antik,False,False,False,0.422,False,False,False,0.422,False,wrong_extraction
mencemarkan,agreed_extracted_match,True,True,asap itu mencemarkan lingkungan,"Vi tacemar: sungai itu telah mencemarkan, 'sungai tu tlah tacemagh",asap tu nyemaghkan lingkungan,"asap itu mencemarkan lingkungan, 'asap tu nyemaghkan lingkungan'; tercemar",False,False,False,0.25,False,False,False,0.519,True,wrong_extraction
mencetak,agreed_extracted_match,True,True,mencetak kamus,'mencetak kamus,mencetak kamus,mencetak kamus,False,True,True,1.0,True,True,True,1.0,False,TP
menggiling,agreed_extracted_match,True,True,setiap hari ibu menggiling cabe untuk masak,'saban haghi Mak ngiling cabe untuk masak,saban haghi Mak ngiling cabe untuk masak,setiap hart ibu menggiling cabe untuk masak,False,False,False,0.393,False,False,False,0.393,False,wrong_extraction
mengizinkan,agreed_extracted_match,True,True,orang yuanya telah mengizinkannya untuk segera menikah,'oghang tuonyo la ngizinkannyo untuk sagegho kawin,oghang tuonyo la ngizinkannyo untuk sagegho kawin',orang yuanya telah mengizinkan nya untuk segera menikaiz,False,False,False,0.224,False,False,False,0.188,False,wrong_extraction
mengklaim,agreed_extracted_match,True,True,ada negara lain yg mengklaim kepulauan kita,'ado nagagha lain yg mengklaim kapulauan kito,ado nagagha lain yg mengklaim kapulauan kito,ada negara lain yg mengklaim kepulauan kita,False,False,False,0.5,False,False,False,0.5,False,wrong_extraction
pengacara,agreed_extracted_match,True,True,sebelum sidang tersangka boleh mencari pengacara,"'sebelum sidang teghsangka boleh mencaghi pengacagha' a.cu v acu; conto mengacu v ngacu: ia membentak sambil pengacara hendak menikam, 'dio mbentak sambil ngacu ndak nikam'; acuan n contoan: buku mi boleh dipakai sgb pengacara, 'buku iko bole dipake sebage contoan' a.cuh a peduli: ia tidak pengacara akan larangan orang tuanya, 'dio dak peduli akan laghangan oghang tuonyo",sebelum sidang teghsangka boleh mencaghi pengacagha,"sebelum sidang tersangka bole/i mencari pengacara,",False,False,False,0.174,False,False,False,0.596,True,wrong_extraction
penggodokan,agreed_extracted_match,True,True,setelah penggodokan dl penataran itu selesal diharapkan akan lahir wartawan-wartawan yg bermutu,"balap mobil Ancol Jakarta, 'pembalap gokagh adu cepat di aghena balap mobil Ancol Jakaghta' gol n go!: bola itu tinggi melampaui mistar penggodokan, 'bola itu tinggi melampaui mistagh go!' goJak n golak: air yg dimasak menyebabkan penggodokan, 'aek yg dimasak nyebabkan golak",setelah penggodok-an dl penataghan itu selese dihaghapkan akan lahigh waghtawan-waghtawan yg beghmutu,"setelah penggodokan dl penataran itu selesal diharapkan akan lahir wartawan-wartawan yg bermutu, 'setelah penggodok-an dl penataghan itu selese dihaghapkan akan lahigh waghtawan-waghtawan yg beghmutu' go.kar n gokagh: ayah membelikan adik penggodokan, 'aya melikan adik gokagh'; pembalap penggodokan adu cepat di arena",False,False,False,0.114,False,False,False,0.471,True,wrong_extraction
penggusuran,agreed_extracted_match,True,True,penggusuran penduduk telah dimulai,'penggusughan penduduk la dimula-i,penggusughan penduduk la dimula-i,penggusuran penduduk telah dimulai,False,False,False,0.488,False,False,False,0.488,False,wrong_extraction
perguruan,agreed_extracted_match,True,True,perguruan tinggi negeri,"'peghgughuan tinggi negeghi' gu.ruh n gughuh: harapkan perguruan di langit, 'haghapkan gughuh di langit",peghgughuan tinggi negeghi,"perguruan tinggi negeri,",False,False,False,0.253,False,False,False,0.419,True,wrong_extraction
