dict_id,kata_asal,c_has_pair,c_kalimat_asal,c_kalimat_tujuan,best_a_kalimat_asal,best_a_kalimat_tujuan,match_strict,match_normalized,match_fuzzy,best_asal_fuzzy_score,best_tuj_fuzzy_score,concatenation_candidate,outcome
54,akhlak,True,akhlak patut di teladani?,paraboat nia maeruk ta ului,"paturdi telaakhlak n paraboat dani, paraboat nia maeruk ta ului a.ki.bat n luakhlak n paraboattut: —","kelakuannya, dia disisihkan orang kampung, luakhlak n paraboatlut kalajet nia, ia dasaraakek ta kalaggaijat",False,False,False,0.221,0.123,True,FN
54,arang,True,kayu itu sudah menjadi arang,loinak nedda aibaliuat sese,kayu itu sudah menarang jadi arang,loinak nedda aibalivat sese,False,False,True,0.774,0.786,False,FN
54,aren,True,gula aren itu dibuat di sini,gulo paoula nera ara galai senek,gula aren itu dibuat di sini,gulo paoula nera ara galai senek,True,True,True,1.0,1.0,False,TP
54,arloji,True,pukul berapa di arlojimu?,bok-bok pika ka jamnu?,beii beras ke kedai iru,saki berak ka kedai nera,False,False,False,0.077,0.086,False,FN
54,arti,True,apa arti kata itu?,katukolobat nga-nga nedda?,tolong kukur kelapa itu,tolong giok toitet nedda,False,False,False,0.161,0.158,False,FN
54,arus,True,sungai itu arusnya deras,bagat oinan nedda tuloktak nia maroi-rai,air sungai itu keruh,bagat oman nedda malimok,False,False,False,0.29,0.304,False,FN
54,arwah,True,semoga arwahnya diterima di sisi Tuhan,bulek ketcat nia isilok ka bek-bek Tuhan,dua butir peluru bersa rang di tubuhnya,ruangabbutir bek peluru kutoouat ka tubuh nia,False,False,False,0.092,0.13,False,FN
54,asah,True,asah pisau itu supaya tajam,asai pisau neknek bulek ima rauru,asah pisau itu supaya tajam,asai pisau neknek bulek ima rauru,True,True,True,1.0,1.0,False,TP
54,asal,True,batas asalnya tidak diketahui lagi,song kabaraijat siboikit tat tuagai,batas asah nya tidak diketahui lagi,song kabaraijat siboikit tat tuagai,False,False,True,0.806,1.0,False,FN
54,asam,True,di sini banyak pohon asam,senek maigi loinak rimau,di sini banvakpohon asamasam,senek maigi loinak rimau,False,False,False,0.567,1.0,False,FN
54,asap,True,bau asap kemenyan itu tercium sampai ke sini,butek kujug kemenyan nedda tuping seret senek,bau asap kemen van itu tercium sampai ke sini,butek kujug kemenyan nedda tuping seret senek,False,False,True,0.844,1.0,False,FN
54,asbak,True,masukkan puntung rokok itu ke dalam asbak ini,bulukakek mung-mungan ubek nedda ka asbak neknek,rnasukkan sampah itu ke dalam keranjang,buluakek sarok nedda ka bagat karatjak,False,False,False,0.3,0.23,False,FN
54,asin,True,gulai itu terlalu asin,gulei nedda seget makkaop,burung itu terbang tin ggi,umak nera tuburut seget rekgeu,False,False,False,0.162,0.159,False,FN
54,asli,True,ini emas asli,nek-nek emas asli,mi emas asii,nekasiinek emas ash,False,False,False,0.5,0.429,False,FN
54,asrama,True,ini asrama anak-anak,nek-nek asrama tatoga,nyawa anak itu sudah melayang,enga toga nedda tak annarrai,False,False,False,0.103,0.135,False,FN
54,atap,True,atap rumah kami bocor,tobat lalep mai malobok,atap rumah kami bocor,tobat lalep mai malobok,True,True,True,1.0,1.0,False,TP
54,atas,True,dari atas bukit pemandangan itu dapat kita lihat,ka batat leleu pemandangan nedda moi ta iccok nia,dan atap bukilpemanatap dangan itu dapat kita lihat,ka batat leatapIeu pemandangan nedda moi ta iccok nia,False,False,False,0.6,0.83,False,FN
54,atau,True,ini atau itu?,nek-nek sabba nedda?,mi atau itu?,nekataunek sabba nedda,False,False,False,0.727,0.591,False,FN
54,aum,True,aum harimau itu kedengaran sampai ke sini,singak harimau nedda tu arep teret senek,atur v harimau itu kedeatur v ngaran sampai ke sini,siatur vngak harimau nedda tu arep teret Seatur v nek,False,False,False,0.688,0.68,False,FN
54,aurat,True,kita tidak boleh memperlihatkan aurat kita,sita tak moi-moi ta iccok akek aurat ta,kita tidak boleh memperlihatican aurat kita,sita tak moiauratmoi ta iccok akek aurat ta,False,False,True,0.833,0.806,False,FN
54,aus,True,sepatu itu telah aus,sepatu nedda amakatakan,sepatu itu telah aus,sepatu nedda amakatakan,True,True,True,1.0,1.0,False,TP
54,awak,True,"awak sakit, jangan diganggu",ai aku mabesik bak eenggeu,dia sakit kerongkongan,ia mabesik porokerongkonganporet,False,False,False,0.167,0.156,False,FN
54,awal,True,awal tahun ini bukan musim hujan,panaddat rura nek-nek tak na urat,beringin itu sudah beberingin rusia 100 tahun,sokut nera amu sangotu rurangan,False,False,False,0.1,0.096,False,FN
54,awan,True,awan sudah menghitam dan sebentar lagi hujan turun,tanaik rusa ama pusukan ta ailek am uju belek urat,awan sudah men gawan hitam dan sebentar lagi hujan turun,tanaik rusa ama pusukan ta ailek am uju belek urat; berawan matanaik rusa,False,False,True,0.824,0.786,False,FN
54,ayah,True,ayah sudah pergi ke ladang,ukkui ameian nia ka mene,ayah sudah pergi ke ladang,ukkui ameian nia ka mene,True,True,True,1.0,1.0,False,TP
54,ayal,True,"tak ayal lagi, dia adalah teman lama saya","tak masipatu lek, nia aleiku siburuk",mantu orang itu adalah orang seberang,taliku ia sibara kasilak,False,False,False,0.123,0.12,False,FN
54,ayam,True,ayam kami sedang bertelur,gouk-gouk mai ai mu attelu,anakberanjakanak kami sedang == dewasa,togaberanjak mai ainia mudewasa,False,False,False,0.267,0.163,False,FN
54,ayo,True,ayo pergi,katui tutan,tamu agung agung itu teagung lah pergi,tamu nera mamutui tui ma,False,False,False,0.133,0.174,True,FN
54,bab,True,ini bab satu buku itu,mekne sara buko nedda,mi ayun satu buku iru,mekne sara buko nedda,False,False,False,0.357,1.0,False,FN
54,babad,True,ini babad tanah Jawa,nekne tadde pola Jawa,mi babad tanah Jawa,nekne tadde pola Jawa,False,False,True,0.842,1.0,False,FN
54,babak,True,babak satu cerita itu sudah berakhir,kateteret sara pumumuan nera atataan,babak satu cerita itu sudah berakhir,kateteret sara pumumuan nera atataan,True,True,True,1.0,1.0,False,TP
54,babi,True,di sini banyak rakyat memelihara babi,sene maigi tai kalaggajat masi,di sini banyak rakyatmemelihara babat v tadde,sene maigi tai kalaggajat masipasikoli,False,False,False,0.689,0.794,False,FN
54,baca,True,baca buku itu,baca buko nedda,baca buku iru,baca buko nedda,False,False,False,0.692,1.0,False,FN
54,badai,True,kampung itu hancur diserang badai,laggai nera katai di serarang rusa,kampung itu hancur diserang badai,laggai nera katai di serarang rusa,True,True,True,1.0,1.0,False,TP
54,badak,True,di daerah ini tidak terdapat badak,kalagagi nekne tak anai sibara,di daerah mi tidak terdapat badak,kalagagi nekne tak anai sibara,False,False,True,0.794,1.0,False,FN
54,badan,True,badannya gemuk dan besar,tubunia mamokmok sabbat abeu,badan nya gemuk dan besar,tubunia mamokmok sabbadan bat abeu,False,False,True,0.826,0.806,False,FN
54,beratur,True,buku-buku itu beratur rapi,buko-buko nedda seget eruk,bukuatur vbuku itu atur v rapi,bukoatur vbuko nedda seget eruk,False,False,False,0.419,0.633,False,FN
54,berayun-ayun,True,kera itu sedang berayun-ayun di pohon,siteot nedda ai masituddaiakek loinak,kera itu sedang = = dipohon,siteot nedda ai masituddaiakek loinak,False,False,False,0.474,1.0,False,FN
54,membabat,True,dia membabat hutan itu sesukanya,nia masitadde loina siobakna lee,dia membabat hutan itu sesukanya,nia masitadde loina siobakna lee,True,True,True,1.0,1.0,False,TP
54,membacok,True,dia membacok musuhnya berkali-kali,nia masitektek lawa wan nia simareirei,dia membacok musuhnya berkalibacokkali,nia masitektek lawa wan nia sibacok mareirei,False,False,True,0.794,0.769,False,FN
54,mengaso,True,lebih baik mengaso kalau sudah lelah,maeruk pailek muari kelek masagongan,"iebih baik == kalau sudah lelah, maeruk pailek muari","kelek masagongan as.ra.ma n asrama: ini—anakmengaso v muarianak, nekmengaso v muarinek asrama tatoga",False,False,False,0.424,0.214,True,FN
54,mengasuh,True,saya mengasuh anaknya kalau dia pergi,aku masiurau toga nia kelek mei nia,saya mengasuh anaknya kalau dia pergi,aku masiurau toga nia kelek mel nia,False,False,True,1.0,0.824,False,FN
54,mengasung,True,mengasung itu sudah mati,pasiubbuk nedda amateiam,mengasung itu sudah mati,pasiubbuk nedda amateiam,True,True,True,1.0,1.0,False,TP
54,mengawai,True,dia mengawai tangan saya,ia masirape kabeiku,ringan tangan,nakkat kabei,False,False,False,0.25,0.174,False,FN
54,mengayak,True,adik sedang mengayak tepung,bagi ai aiyak tapung,adik sedang == tepung,bagi ai aiyak tapung,False,False,False,0.517,1.0,False,FN
54,badung,True,dia anak badung,nera toga tabut,perut anak itu gembung,baga toga nera buklu,False,False,False,0.179,0.381,False,FN
54,bagai,True,bagai kucing dan anjing saja,kekleek maok sabbat jokjok leek,anjing menyalak dan kucing men geong,jokjok masibukbuk samba maok mengeong,False,False,False,0.293,0.222,False,FN
54,bagaimana,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bagak,True,dia orang bagak kampung kami,nia sirimanua si magege kalaggai mai,dia orang bagak di kambagak pung kami,nia sirimanua sibagak magege kalaggai mai,False,False,False,0.645,0.784,False,FN
54,bagi,True,bagi kue ini dengan teman-temanmu,rubei kue nekne kasa aleimu,bagi kue mi dengan temanbagitemanmu,rubei kue nekne kasa aleinu,False,False,False,0.6,0.852,False,FN
54,bahan,True,bahan bangunan,balajet lalep,rombak bangunan itu sekarang mi juga,rogat lalep nene kineneiget Ieu era,False,False,False,0.216,0.167,True,FN
54,bahasa,True,bahasa arab itu sulit,anganga Arab nedda takmalabbei,nyawa anak itu sudah melayang,enga toga nedda tak annarrai,False,False,False,0.15,0.25,False,FN
54,baik,True,nasibnya selalu baik,nasibnia sarat simaeruk,nasibnya selalu bahan n balajet,Nasibnia sarat simaeruk,False,False,False,0.533,1.0,False,FN
54,baju,True,baju adik sedag dijahit,leppei bagi aitu jajahit,adik sedang dijahit,leppei bagi aitu jajahit,False,False,False,0.583,1.0,False,FN
54,bak,True,kedua bersaudara itu bak pinang dibelah dua,nedda kelek pinang tusila na,bawa barang itu keluar.,abbit barang nedda bela,False,False,False,0.154,0.146,False,FN
54,bakau,True,pohon bakau banyak tumbuh di tepi pantai,loinak bakat maigi mutuktuk ka betbet koat,parak itu banyak di parak tumbuhi pohon pisang,mone nedda maigi bakat bagok,False,False,False,0.389,0.189,False,FN
54,bakhil,True,orang kaya itu bakhil sekali,sirimanua tubut sikamayo nenda,orang kaya itu bakhil sekali,sirimanua tubut simakayo nenda,False,False,False,1.0,0.719,False,FN
54,baki,True,letakkan minuman itu di atas baki,taroakek lok nenda kapata,letakkan minuman itu di aras baki,taroakek bk nenda kapata,False,False,False,0.818,0.731,False,FN
54,bakiak,True,sekarang jarang sekali orang main bakiak,kinegege tubut takmaigi sirimanua masipakai,sekarang jarbaki ak ang sekali orang mei—,kinegege tubut takmaigi sirimanua masibaki ak pakai,False,False,False,0.525,0.76,False,FN
54,baling,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,baling-baling,True,baling-baling itu berputar sesuai arah angin,baling-baling nera muputar ka matat rusa,itu berputar sesuai arah an gin,balingbaling-balingbaling nera muputar ka matat rusa,False,False,False,0.634,0.943,False,FN
54,balon,True,ayah membelikan adik balon karet untuk mainannya,ukkui masisakek balon kabagit mainani,ayah membelikan adik baling-baling karet untuk mainannya,ukkui masisakek balon kabagit mainani,False,False,True,0.778,1.0,False,FN
54,balut,True,balut ;ukamu dengan perban,tabut lukamu dengan perban,balut lukamu dengan perban,tabut lukamu dengan perban,False,False,True,0.778,1.0,False,FN
54,bambu,True,di sini banyak tumbuh bambu yang besar-besar,senemaigi mutuk-tuk maggeak simabeugat,"di sini banyak tumbuh —yang besarbalutbesar, sene","maigi mutukbaluttuk maggeak sibalut mabeugat ban.dar n salokat: para petani berbalut gotong royong membersihkan balut, petani mugotong royong masilianakek salokat",False,False,False,0.528,0.21,True,FN
54,bandar,True,para petani bergotong-royong membersihkan bandar,petani mugotong royong masilianakek salokat,bersihkan bendar itu supaya air lalu dengan lancar,linak akek salokat bulek maeruk enugan oman,False,False,False,0.154,0.179,False,FN
54,bandel,True,anak bandel itu dihukum gurunya,tonagera iukum guruniai,anak bandel itu dihukum gurunya,toganera iukum guruniai,False,False,False,1.0,0.615,False,FN
54,bandit,True,bandit itu sudah tertangkap,bandit nenda atu tangkap,bandit itu sudah terbandit rangkap,bandit nenda atu tangkap,False,False,False,0.733,1.0,False,FN
54,bangau,True,setinggi-tinggi bangau terbang surutnya ke kubangan,sigit buang suiruk mututui tutoilinia ka kabagan,seringgibangautinggi bangau terbang surutnya ke kubangan,sigit buang suiruk mutuitui tubangau toilinia ka kabagan,False,False,False,0.745,0.769,False,FN
54,bangga,True,saya bangga dengan kemenangan itu,aku umun kalulut mamanang,saya bangga dengan kemenangan itu,aku umun kalulut mamanang,True,True,True,1.0,1.0,False,TP
54,bangkai,True,bangkai anjing itu terapung di sungai,jokjok simamatai nena mutebbuk ka oinan,bangkai njokjok anjing itu terbangkai njokjok apung di sun gai,jokjok simamabangkai njokjok tai nena mutebbuk ka oman,False,False,False,0.617,0.6,False,FN
54,bangkit,True,dia bangkit dari duduknya,atu suruan nia ka udinai,dia bangkit dan duduknya,atu suruan nia ka udibangkit nai,False,False,False,0.731,0.625,False,FN
54,banjir,True,banjir telah merusak tanaman pangan kita,eba masih pakataik uremen,banjir telah merusak tanabanjir man pangan kita,eba masih pakataik uremen,False,False,True,0.854,1.0,False,FN
54,bantah,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bantai,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bantal,True,tolong ambilkan bantal itu saya mau tidur,rob matalak tulunan nera aku merep,Dia == tikus itu sammembanting pai nati,nia birut nera teret matei,False,False,False,0.134,0.143,False,FN
54,banteng,True,hati-hatilah banteng itu mau menanduk,pulelek banteng nera iobak masitanduk,hatibantenghatilah banteng itu mau menanduk,pulelek banbanteng teng nera iobak masitanduk,False,False,True,0.806,0.897,False,FN
54,banting,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bantu,True,bantulah kami sekadarnya,rop kai simemet nia,bantu lah kami sekadarnya,rop kai simemet nia,False,False,True,0.8,1.0,False,FN
54,bantuan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,banyak,True,uang kami tidak banyak,bulagat mai tak maigi,u ang kami tidak banyak,Bulagat mai tak maigi,False,False,True,0.864,1.0,False,FN
54,bapak,True,bapak kami bekerja sebagai nelayan,ukkui mai musalai sebagai nelayan,bapakbapak kami bekerja sebagai nelayan,ukkui mai musalai sebagai nelayan,False,False,True,0.941,1.0,False,FN
54,baptis,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bara,True,siramlah bara itu supaya tidak berbahaya,subui boo nera pei tak berbahaya,siranilah barabara itu supava tidak berbahava,subui boo nera pei tak berbahaya,False,False,False,0.638,1.0,False,FN
54,barang,True,semua barangnya sudah terjual,sangamberi bibilet atu sakiakeat,semua barang di gudang itu sudah gurun zerbakar,sang aberinia bibilet ka giidang nenda ta'an ai Iaboknia,False,False,False,0.283,0.157,False,FN
54,baru,True,adik dibelikan baju baru oleh ayah,ukkui aisaki akek leppei sibau bagi,ayah membelikan adik baling-baling karet untuk mainannya,ukkui masisakek balon kabagit mainani,False,False,False,0.174,0.222,False,FN
54,baskom,True,ambil baskom itu untuk tempat air,alak baskom nera lelengan oinan,ambil barang n bibilet iru untuk rempat air,alak baskom nera lelengan oman,False,False,False,0.365,0.781,False,FN
54,basuh,True,basuh tanganmu dengan air ini,bui kabeimu samba oinan nenek,jepit saja dengan jan tan ganmu,lattip lek samba sijepit ngongaik kabeinu,False,False,False,0.244,0.158,False,FN
54,batang,True,batang kayu ini menghalangi jalan,loinak nera masisaila enungan,ujung kayu tiang itu pepat,bakkut loina nera matepat,False,False,False,0.159,0.22,False,FN
54,batuk,True,batuknya sudah parah,kokkloni ama kopek,bengkak kakinya sudah sembuh,bakklo dere nia ama eruk,False,False,False,0.229,0.152,False,FN
54,bawah,True,ambil buku yang di bawah meja itu,alak buku nera karepek meja nera,buku itu,alak buku nedda,False,False,False,0.156,0.333,False,FN
54,bebek,True,kami memelihara bebek dan ayam,kai masijago bebek samba gou-gou,dia memelihara seekor kera,nia masijago sara siteut,False,False,False,0.238,0.214,False,FN
54,becek,True,jalan ini selalu becek kalau hari hujan,enungan nenek malotik kalulut urat,jalan itu —,Enuiincir ngan nera lutiincirlut,False,False,False,0.125,0.14,False,FN
54,beda,True,beda harga baju ini dan baju itu tidak banyak,tak makerek saki leppei nenek samba nera,beda harga bajii mi dan haju itu tidak ban yak,tak makerek saki leppei nenek samba nera berbeda pasara,False,False,False,0.66,0.694,False,FN
54,bedak,True,pakailah bedak ini untuk merawat wajahmu,pake ian nenek untuk sipasilakgek,pakailah beda mi Unbeda tuk merawat wajahmu,pake ian nenek untuk sipasilakgek,False,False,False,0.652,1.0,False,FN
54,bedil,True,tentara itu slalu membawa bedil,tentara nera seget iabbit,bawa barang itu keluar.,abbit barang nedda bela,False,False,False,0.195,0.132,False,FN
54,beduk,True,setiap masuk waktu sembahyang beduk itu dipukul,senen tubuluk gogoi sumbahyang beduk nera tubobok,"tenrara itu selalu membawa beda, tentara nera seget iabbit be.duk n beduk: setiap","masuk wakru sembahyang beda itu dipukul, sebeda nen tubuluk gogoi sumbayang beduk nera tubobok",False,False,False,0.167,0.538,False,FN
54,bedung,True,toga bayi itu perlu dicuci,toga nera perlu tulinakek,bedung bayi itu perlu dicuci,toga nera perlu tulibedung nakakek,False,False,False,0.667,0.618,False,FN
54,bega,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,bekal,True,ini bekalmu untuk perjalanan besok,nenek balutmui untuk muenung kam maccep,mi bet untuk main pingpong,nenek bet untuk mumain pingpong,False,False,False,0.146,0.222,False,FN
54,bekas,True,bekas luka kakinya masih tampak,balak bongbong karere nia tuiccok peilek,kakinya patah karena main sepak bola,rere nia atakkik,False,False,False,0.189,0.163,False,FN
54,beker,True,letakkan beker itu dekat tempat tidur,galag akek beker nera ka bebet pereman,mereka dapat menyewa keiuyur di tempat itu,sia bara kema ka kuduat nera,False,False,False,0.145,0.18,False,FN
54,belah,True,belahlah kelapa itu,silak toitet nera,buanglah — kelapa itu,belekakek ampas toitet nera,False,False,False,0.478,0.333,False,FN
54,berbahasa,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,berbaju,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,berbaling,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,berbantal,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,berbedak,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,berbega,True,elang itu terbang berbega,makgok nera tuburut,burung itu terbang tin ggi,umak nera tuburut seget rekgeu,False,False,False,0.387,0.406,False,FN
54,berbekal,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,dibagi,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,dibantu,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,kebaikan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membagi,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membagi-bagikan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membalut,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membanggakan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membantah,True,dia suka membantah perintah ayahnya,nia obak gugulat ukkuinia,dia suka == perintah ayahnya,nia obak gugulat ukkuinia,False,False,False,0.647,1.0,False,FN
54,membantai,True,kami membantai dua ekor sapi untuk pesta,kai rua ngamuneng sapi untuk punen,lah kue yang enak untuk kami,galai kure simabuat nanam untuk kai,False,False,False,0.123,0.125,False,FN
54,membanting,True,dia membaning tikus itu sampai mati,nia bitut nera tetret matei,Dia == tikus itu sammembanting pai nati,nia birut nera teret matei,False,False,False,0.489,0.633,False,FN
54,membantu,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membanyakkan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,membaptis,True,pendeta sudah membaptis anak itu,pandita alepakan masilappeni toga nera,pendeta sudah == anak itu,pandita alepakan masi lappeni toga nera,False,False,False,0.559,0.872,False,FN
54,membedaki,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,memperbaiki,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,memperbanyak,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,pembaptisan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,perbaikan,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,sebagai,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,sebagaimana,True,-,-,,,False,False,False,0.0,0.0,False,FN
54,terbanyak,True,-,-,,,False,False,False,0.0,0.0,False,FN
