source_lemma,iaa_outcome,c_has_pair,c_kalimat_asal,c_kalimat_tujuan,best_a_kalimat_asal,best_a_kalimat_tujuan,match_strict,match_normalized,match_fuzzy,best_asal_fuzzy_score,best_tuj_fuzzy_score,concatenation_candidate,outcome
berbagai-bagai,agreed_extracted_match,True,berbagai-bagai bunga di taman,bamacam-macam kembang di taman,bunga di taman,'bamacam- macam kembang di taman,False,False,False,0.5,0.815,False,FN
berbintik-bintik,agreed_extracted_match,True,kulitnya berbintik-bintik,kulitnyo babintik-bintik,kulitnyz bintik,'kulitnyo babintik-bintik,False,False,False,0.391,1.0,False,FN
bergaung,agreed_extracted_match,True,dl gedung yg besar itu bunyi akan bergaung juga,dl gedung yg besak itu bunyi akan bagema jugo,dl gedung yg besar itu bunyi akan gaung juga,'dl gedung yg besak itu bunyi akan bagema jugo,False,False,True,0.864,1.0,False,FN
berkilat,agreed_extracted_match,True,lantai itu berkilat setelah dibersihkan,lante tu bakilat satelah dibeghsihkan,krn lama tidak dibersihkan lampu itu ber--,'kaghno lamo dak dibeghsihkan lampu itu sawangan,False,False,False,0.263,0.2,False,FN
bibit,agreed_extracted_match,True,jagung yg tua itu bagus untuk bibit,jagung yg tuo itu elok untuk benne,jagung yg tua itu bagus untuk bibit,'jagung yg tuo itu elok untuk benne,False,True,True,1.0,1.0,False,TP
bilas,agreed_extracted_match,True,bilaslah pakaian yg sudah disabun,bilasla pakean yg la disabun,la/i pakaian yg sudah disabun,'bilasla pakean yg la disabun,False,False,False,0.676,1.0,False,FN
bimbang,agreed_extracted_match,True,ia masih bimbang menerima usul itu,dio masi bimbang neghimo usul itu,ia masih bimbang menerima usul itu,'dio masi bimbang neghimo usul itu,False,True,True,1.0,1.0,False,TP
bingkai,agreed_extracted_match,True,bingkai papan tulis itu sudah rusak,bingke papan tulis itu la ghusak,papan tulis itu sudah rusak,'bingke papan tulis itu la ghusak,False,False,True,0.758,1.0,False,FN
bros,agreed_extracted_match,True,bros yg dipakainya bagus sekali,bghos yg dipakenyo elok nian,yg dipakainya bagus sekali,'bghos yg dipakenyo elok nian,False,False,True,0.828,1.0,False,FN
bungalo,agreed_extracted_match,True,waktu libur semester kami menginap di bungalo,waktu libugh semestegh kami nginap di bungalo,waktu libur semester kami menginap di bungaio,'waktu libugh semestegh kanii nginap di bungalo,False,False,True,0.911,0.848,False,FN
dekadensi,agreed_extracted_match,True,seni sastra Indonesia mengalami dekadensi,seni sastgha Indonesia ngalami dekadensi,seni sastra Indonesia mengalami dekadensi,'seni sastgha Indonesia ngalami dekadensi,False,True,True,1.0,1.0,False,TP
demam,agreed_extracted_match,True,semalam saya demam,smalam sayo demam,semalam soya demam,'smalam sayo demam,False,False,False,0.667,1.0,False,FN
demonstrasi,agreed_extracted_match,True,demonstrasi di pinggir jalan,demonstghasi di tepi jalan,di pinggir jalan,'demonstghasi di tepi jalan,False,False,False,0.538,1.0,False,FN
desak,agreed_no_pair,False,,,,,False,False,False,0.0,0.0,False,TN
dilema,agreed_extracted_match,True,dia menghadapi dilema yg sangat sulit,dio ngadapi dilema yg paya nian,"dia menghadapi dilema yg sangat sulit,","'dio ngadapi dilema yg paya nian' di.na .mis a dinamis: pemerintah berusaha dilema dl pembangunan, 'pemeghinta baghusaha dinamis dl pembangunan",False,False,False,1.0,0.296,True,FN
dominan,agreed_extracted_match,True,x lebih dominan dr pd y,x lebih dominan daghi pado y,x lebih dominan drpd y,'x lebih dominan daghi pado y,False,False,True,0.783,1.0,False,FN
duka,agreed_extracted_match,True,kawan dl suka dan duka,kawan dl suko dan duko,kawan dl suka dan duduk,'kawan dl suko dan duko,False,False,True,0.895,1.0,False,FN
dwitunggal,agreed_extracted_match,True,dwitunggal Sukarno-Hatta,duo tunggal Sukarno-Hatta,Sukarno-Hatta,duo tunggal Sukarno-Hatta,False,False,False,0.5,1.0,False,FN
edar,agreed_extracted_match,True,itu merupakan garis edar bumi,itu maghupokan gaghis edagh bumi,itu merupakan garis dwiwarna bumi,'itu maghupokan gaghis edagh bumi,False,False,False,0.568,1.0,False,FN
eja,agreed_extracted_match,True,"sebelum membacanya, huruf-huruf itu kau eja dulu",sabelum mbaconyo hughuf-hughuf itu kau ejo dulu,"sebelum membacanya, huruf-huruf itu kau eja dulu, 94",'sabelum mbaconyo hughuf-hughuf itu kau ejo dulu,False,False,True,0.915,1.0,False,FN
entah,agreed_extracted_match,True,"entah apa yg dibawanya tadi, saya tidak melihatnya","tah apo yg dibawanyo tadi, sayo dak meliatnyo","apa yg dibawanya tadi,","saya tidak melihatnya, 'tab apo yg dibawanyo tadi, sayo dak meliatnyo",False,False,False,0.422,0.644,False,FN
eram,agreed_extracted_match,True,eram kan saja telur bebek ini dgn listrik,eghamkan be telogh itik ko dgn listghik,kan saja telur bebek mi dgn listrik,'eghamkan be telogh itik ko dgn listghik,False,False,False,0.714,1.0,False,FN
fundamental,agreed_extracted_match,True,iman merupakan suatu hal yg sangat fundamental di dl kehidupan manusia,imam ngupokan hal yg fundamental nian dl kidupan manusio,iman merupakan suatu hal yg sangat fundamental di dl kehidupan manusia,'imam ngupokan hal yg fundamental nian dl kidupan manusio,False,True,True,1.0,1.0,False,TP
gergaji,agreed_extracted_match,True,spt gergaji dua mata,macam ngogaji dua mato,spt gerga dua mata,'macam ngogaji dua mato,False,False,False,0.7,1.0,False,FN
gigil,agreed_no_pair,False,,,,,False,False,False,0.0,0.0,False,TN
goresan,agreed_extracted_match,True,hasil goresannya cukup bagus,hasil goghesannyo cukup elok,hasil —nya cukup bagus,'hasil goghesannyo cukup elok,False,False,False,0.586,1.0,False,FN
guna,agreed_extracted_match,True,guna kepentingan umum,guno kepentingan umum,kepentingan umum,'guno kepentingan umum,False,False,False,0.737,1.0,False,FN
gunjing,agreed_extracted_match,True,jangan suka gunjing orang,jangan suko pitnah oghang,jangan suka menggunduli orang,'jangan suko pitnah oghang,False,False,False,0.412,1.0,False,FN
hafal,agreed_extracted_match,True,anak berumur tiga tahun itu hafal nama-nama kepala negara,budak baghumugh (bausio) tigo taun tu dapat ngingat (nyebut) namo-namo kepalo negagho,anak berumur tiga tahun itu hafal nama-nama kepala negara,'budak baghumugh (bausio) tigo taun tu dapat ngingat (nyebut) namo-namo kepalo negagho,False,True,True,1.0,1.0,False,TP
halal,agreed_extracted_match,True,perbuatan halal akan direstui Tuhan,kaghejo yg halal akan disukoi Tuhan,perbuatan halal akan direstui Tuhan,'kaghejo yg halal akan 138 disukoi Tuhan,False,False,True,1.0,0.842,False,FN
hari,agreed_extracted_match,True,kita selalu bekerja setiap hari,kito slalu begawe saban ari,kita selalu bekerja setiap hari,Tito slalu begawe saban an,False,False,True,1.0,0.815,False,FN
hinggap,agreed_extracted_match,True,kumbang hinggap di bunga,kumbang inggap di kembang,kumbang hinggap di bunga,'kumbang inggap di kembang,False,True,True,1.0,1.0,False,TP
ijuk,agreed_extracted_match,True,ijuk sapu itu lembut,ijuk sapu tu lembut,jantung orang sakit itu lemah,'denyut-an jantung oghang sakit tu lema,False,False,False,0.189,0.13,True,FN
ilegal,agreed_extracted_match,True,orang asing itu masuk ke Indonesia secara ilegal,oghang asing tu masuk ka Indonesia sacagho dak ghesmi,orang asing itu masukke Indonesia secara ilegal,'oghang asing tu masuk ka Indonesia sacagho dak ghesmi,False,False,True,0.894,1.0,False,FN
ilustrator,agreed_extracted_match,True,dia pernah menjadi ilustrator buku-buku terbitan Balai Pustaka,dio peghna jadi ilustghatogh buku-buku teghbitan Balai Pustaka,dia pernah menjadi ilustrator buku-buku terbitan Balai Pustaka,'dio peghna jadi ilustghatogh buku-buku teghbitan Balai Pustaka,False,True,True,1.0,1.0,False,TP
incaran,agreed_extracted_match,True,harimau itu sedang mencari incarannya,ghimau tu lagi nyaghi incaghannyo,harimau itu sedang mencari incar nya,'ghimau tu lagi nyaghi incaghannyo,False,False,True,0.8,1.0,False,FN
indikasi,agreed_extracted_match,True,dgn siap siaganya pasukan ABRI di perempatan jalan merupakan indikasi adanya kerawanan,dgn basiap-siapnyo pasukan ABRI di paghempat-an jalan ghupokan patunjuk ado kaghawanan,dgn siap siaganya pasukan ABRI di perempatan jalan merupakan indikasi adanya kerawanan,'dgn basiap-siapnyo pasukan ABRI di paghempat-an jalan ghupokan patunjuk ado kaghawanan,False,True,True,1.0,1.0,False,TP
infeksi,agreed_extracted_match,True,luka yg tidak dibersihkan dapat menyebabkan infeksi,luko yg dak dibeghsikan dapat nyebabkan infeksi,luka yg tidak dibersihkan dapat menyebabkan,' luko yg dak dibeghsikan dapat nyebabkan infeksi,False,False,True,0.851,1.0,False,FN
jalur,agreed_extracted_match,True,pohon pisang itu ditanam berjalur,batang pisang tu ditanam bajaLugh,pohon pisang itu ditanam ber--,'batang pisang tu ditanam bajaLugh,False,False,True,0.788,1.0,False,FN
jatuh,agreed_extracted_match,True,adik jatuh dr pohon,adik jatu daghi batang,"adik jatuh drpo/zon,","'adik jatu daghi batang' ja.uh a jau: rumahnya jatuh dr sekolah, 'ghumahnyo jau daghi skola",False,False,False,0.478,0.299,True,FN
jenis,agreed_extracted_match,True,lembu dan kerbau jenis binatang menyusui,sapi dan keghbo jenis binatang nyusui,lembu dan kerbau jenis binatang menyusui,'sapi dan keghbo jenis binatang nyusui,False,True,True,1.0,1.0,False,TP
jodoh,agreed_extracted_match,True,ia telah bertemu dgn jodohnya,dio la batamu dgn jodohnya,ia telah bertemu dgn —nya,'dio la batamu dgn jodohnya,False,False,False,0.667,1.0,False,FN
kanker,agreed_extracted_match,True,penyakit kanker otak,pnyakit kankegh otak,penyakit kanker otak,'pnyakit kankegh otak,False,True,True,1.0,1.0,False,TP
kapak,agreed_extracted_match,True,ayah membelah kayu dgn kapak,ayah mbela kayu pake kapak,ayah membelah kayu dgn kapak,'ayah mbela kayu pake kapak,False,True,True,1.0,1.0,False,TP
kapten,agreed_extracted_match,True,kapten kesebelasan Indonesia mengajukan protes kpd wasit,kapten kasablasan Indonesia ngajukan pghotes ka wasit,ban gsa Indonesia berhasil mengalahkan Belanda dgn cara gerilya,'bangso Indonesia beghhasil ngalahkan Belando secagho geghilya,False,False,False,0.191,0.169,False,FN
kaus,agreed_extracted_match,True,baju kaus buatan Singapura itu sangat bagus sekali,baju kaos buatan Singapugh tu elok nian,baju kaus buatan Singapura itu sangat bagus sekali,'baju kaos buatan Singapugh tu elok nian,False,True,True,1.0,1.0,False,TP
kearsipan,agreed_extracted_match,True,dokumentasi yg lengkap tergantung pd kearsipan yg baik,dokumentasi yg lengkap teghgantung pado keaghsipan yg baik,di dl arsip itu tersimpan dokumen penting,'di dl aghsip tu taslinpan dokumen penteng,False,False,False,0.173,0.192,False,FN
kedudukan,agreed_extracted_match,True,gerhana matahari terjadi pd waktu kedudukan bulan tepat di antara bumi dan matahari,gaghhano matohaghi tajadi pado waktu kaduduk-an bulan tepat di antagho bumi dan matohaghi,"gerhana matahari terjadi pd waktu duduk bulan tepat di antara bumi dan matahari, 'gaghhano matohaghi tajadi pado","waktu kaduduk-an bulan tepat di antagho bumi dan matohaghi' du.el IduélI v tinju: duduk antarpemuda, 'tinju antaghpemudo",False,False,False,0.639,0.444,False,FN
keemasan,agreed_extracted_match,True,"tangkai bunga itu hijau, sedangkan bunganya kuning keemasan","tangke kembang itu ijo, sedangkan kembangnyo kuning kaemasan","rangkai bunga itu hijau,","sedangkan bunganya kuning emas, 'tangke kembang itu ijo, sedangkan kembangnyo kuning kaemasan",False,False,False,0.392,0.738,False,FN
kekompakan,agreed_extracted_match,True,kekompakan anak itu patut dicontoh,kekompaan budak itu patut diconto,anak itu patut dicontoh,'kekompaan budak itu patut diconto,False,False,False,0.656,1.0,False,FN
kemih,agreed_extracted_match,True,di saluran kemihnya terdapat batu ginjal,di salughan aek kencingnyo tadapat batu ginjal,"di saluran --nya terdapat batu ginjal,","'di salughan aek kencingnyo tadapat batu ginjal' 183 ke.mi.ri n kemighi: kemih jatuk ke pan gkalnya, 'kemighi cainpak ka pangkalnyo",False,False,False,0.738,0.415,True,FN
ketat,agreed_extracted_match,True,pengawasan di waktu EBTA sangat ketat sekali,pangawasan di waktu EBTA ketat nian,pengawasan di waktu,EBTA sangat ketat sekali,False,False,False,0.436,0.256,False,FN
koalisi,agreed_extracted_match,True,kabinet koalisi itu didukung partai yg besar,kabinet koalisi tu didukung paghte yg besak,kabinet koalisi itu didukung partai yg besar,'kabinet koalisi tu didukung paghte yg besak,False,True,True,1.0,1.0,False,TP
kompak,agreed_extracted_match,True,kedua anak itu selalu kompak,keduo budak tu slalu sakato,kedua anak itu selalu kompak,'keduo budak tu slalu sakato,False,True,True,1.0,1.0,False,TP
kongres,agreed_extracted_match,True,kongres negara-negara berkembang sudah dimulai,kongghes negagha-negagha beghkembang la mula-i',negara-negara berkembang sudah dimulai,'kongghes negagha-negagha beghkembang la mula-i,False,False,True,0.8,1.0,False,FN
konsisten,agreed_extracted_match,True,perbuatan hendak konsisten dgn perkataan,peghbuat-an nyala konsisten dgn ucap-an,perbuatan hendak konsisten dgnperkataan,'peghbuat-an nyala konsisten dgn ucap-an,False,False,True,0.868,1.0,False,FN
korps,agreed_extracted_match,True,korps polisi militer,kumpulan polisi militegh,polisi militer,'kumpulan polisi militegh,False,False,False,0.667,1.0,False,FN
kumal,agreed_extracted_match,True,pakaian saya sudah kumal krn tidak digosok,pakean sayo la kaghomot-an kaghno ndak digosok,pakaian saya sudah kumal km tidak digosok,'pakean sayo la kaghomot-an kaghno ndak digosok,False,False,True,0.837,1.0,False,FN
kupasan,agreed_extracted_match,True,kupasannya sangat rapi,koce'annyo sangat elok,nya sangat rapi,'koce'annyo sangat elok,False,False,False,0.684,1.0,False,FN
kurikuler,agreed_extracted_match,True,siswa disuruh membuat tugas kurikuler,mughid disughu mbuat tugas kughikulegh,siswa disuruh membuat tugas kurikuler,'mughid disughu mbuat tugas kughikulegh,False,True,True,1.0,1.0,False,TP
kurva,agreed_extracted_match,True,sudut kurva itu membentuk parabola,sudut kughva tu mbentuk paghabola,sudut mengurung itu membentuk parabola,'sudut kughva tu mbentuk paghabola,False,False,False,0.595,1.0,False,FN
membadik,agreed_extracted_match,True,krn sakit hati dia membadik kawannya,kaghno sakit ati dio nikam kawannyo,krn sakit hati dia badik kawannya,'kaghno sakit ati dio nikam kawannyo,False,False,True,0.806,1.0,False,FN
membubarkan,agreed_extracted_match,True,komandan upacara membubarkan barisan,komandan upacagha mubaghkan baghisan,komandan upacara bubar barisan,'komandan upacagha mubaghkan baghisan,False,False,False,0.639,1.0,False,FN
memperdagangkan,agreed_extracted_match,True,orang itu memperdagangkan barang-barang antik,oghang tu nagangkan baghang-baghang antik,orang itu dagang barang-barang antik,'oghang tu nagangkan baghang-baghang antik,False,False,False,0.579,1.0,False,FN
mencemarkan,agreed_extracted_match,True,asap itu mencemarkan lingkungan,asap tu nyemaghkan lingkungan,lingkungan penting,'kebeghsian lingkungan penting,False,False,False,0.257,0.268,False,FN
mencetak,agreed_extracted_match,True,mencetak kamus,mencetak kamus,kamus,'mencetak kamus,False,False,False,0.25,1.0,False,FN
menggiling,agreed_extracted_match,True,setiap hari ibu menggiling cabe untuk masak,saban haghi Mak ngiling cabe untuk masak,setiap hart ibu glling cabe untuk masak,'saban haghi Mak ngiling cabe untuk masak,False,False,False,0.625,1.0,False,FN
mengizinkan,agreed_extracted_match,True,orang yuanya telah mengizinkannya untuk segera menikah,oghang tuonyo la ngizinkannyo untuk sagegho kawin',orang yuanya telah izin nya untuk segera menikaiz,'oghang tuonyo la ngizinkannyo untuk sagegho kawin,False,False,False,0.691,1.0,False,FN
mengklaim,agreed_extracted_match,True,ada negara lain yg mengklaim kepulauan kita,ado nagagha lain yg mengklaim kapulauan kito,ada negara lain yg klaim kepulauan kita,'ado nagagha lain yg mengklaim kapulauan kito,False,False,True,0.81,1.0,False,FN
pengacara,agreed_extracted_match,True,sebelum sidang tersangka boleh mencari pengacara,sebelum sidang teghsangka boleh mencaghi pengacagha,"sebelum sidang tersangka bole/i mencari acar,","'sebelum sidang teghsangka boleh mencaghi pengacagha' a.cu v acu; conto mengacu v ngacu: ia membentak sambil acar hendak menikam, 'dio mbentak sambil ngacu ndak nikam'; acuan n contoan: buku mi boleh dipakai sgb acar, 'buku iko bole dipake sebage contoan' a.cuh a peduli: ia tidak acar akan larangan orang tuanya, 'dio dak peduli akan laghangan oghang tuonyo",False,False,False,0.68,0.208,True,FN
penggodokan,agreed_extracted_match,True,setelah penggodokan dl penataran itu selesal diharapkan akan lahir wartawan-wartawan yg bermutu,setelah penggodok-an dl penataghan itu selese dihaghapkan akan lahigh waghtawan-waghtawan yg beghmutu,orang tua itu sangat bijaksana dl menyelesaikan rnasalah yg besar,'oghang tuo itu bijaksana nian dl nyelesekan masalah yg besak,False,False,False,0.161,0.16,False,FN
penggusuran,agreed_extracted_match,True,penggusuran penduduk telah dimulai,penggusughan penduduk la dimula-i,penduduk telah dimulai,'penggusughan penduduk la dimula-i,False,False,False,0.645,1.0,False,FN
perguruan,agreed_extracted_match,True,perguruan tinggi negeri,peghgughuan tinggi negeghi,pegawai negeri,'kopeghasi pegawe negeghi,False,False,False,0.222,0.194,False,FN
