source_lemma,iaa_outcome,c_has_pair,c_kalimat_asal,c_kalimat_tujuan,best_a_kalimat_asal,best_a_kalimat_tujuan,match_strict,match_normalized,match_fuzzy,best_asal_fuzzy_score,best_tuj_fuzzy_score,concatenation_candidate,outcome
nar-nar,agreed_extracted_match,True,ulang idogei nar-nar ai,jangan dipijak bara api itu,ulang idogei nar-nar ai,jangan dipijak bara api itu,True,True,True,1.0,1.0,False,TP
nari,agreed_extracted_match,True,sadari nari mulak inang hun kota,ibu pulang dari kota sehari lagi,sadari nari mulak inang hun kota,ibu pulang dari kota sehari lagi,True,True,True,1.0,1.0,False,TP
oak,agreed_extracted_match,True,oak mangigi au manangar,aku tidak suka mendengar suara orang muntah,oak mangigi au manangar,aku tidak suka mendengar suara orang muntah,True,True,True,1.0,1.0,False,TP
omou,agreed_extracted_match,True,ganupan turi-turianmu omou hagasupan,ceritanya semua dusta,ganupan turi-turianmu omou hagasupan,ceritanya semua dusta,True,True,True,1.0,1.0,False,TP
ongkap,agreed_extracted_match,True,ongkap songon nai tutung,panas seperti terbakar,ongkap songon nai tutung,panas seperti terbakar,True,True,True,1.0,1.0,False,TP
palei,agreed_extracted_match,True,palei dassa ho mahorja,kamu sangat lamban bekerja,palei dassa ho mahorja,kamu sangat lamban bekerja,True,True,True,1.0,1.0,False,TP
parah,agreed_extracted_match,True,parah do pangahapni,penyakitnya parah,parah do pangahapni,penyakitnya parah,True,True,True,1.0,1.0,False,TP
paris,agreed_extracted_match,True,roh udan paris,hujan gerimis turun,roh udan paris,hujan gerimis turun,True,True,True,1.0,1.0,False,TP
pasul,agreed_extracted_match,True,ulang pasul,jangan takabur,ulang pasul,jangan takabur,True,True,True,1.0,1.0,False,TP
paturut,agreed_extracted_match,True,paturut misir lobei,biarkan dia pergi dahulu,paturut misir lobei,biarkan dia pergi dahulu,True,True,True,1.0,1.0,False,TP
pegol,agreed_extracted_match,True,pegol balobasni,mistarnya melengkung,pegol balobasni,mistarnya meleng- kung,False,False,False,1.0,0.727,False,FN
pitut,agreed_extracted_match,True,pitut lubangni igung,hidungnya tersumbat,pitut lubangni igung,hidungnya tersumbat,True,True,True,1.0,1.0,False,TP
pogih,agreed_extracted_match,True,pogit daini bagad on,rasa tuak ini pahit sekali,pogit daini bagad on,rasa tuak ini pahit sekali,True,True,True,1.0,1.0,False,TP
pokan,agreed_extracted_match,True,eda marjual sia hu pokan,kakak menjual cabe ke pekan,eda marjual sia hu pokan,kakak menjual cabe ke pekan,True,True,True,1.0,1.0,False,TP
poltik,agreed_extracted_match,True,poltik bahen panangkut,eratkan ikatannya,poltik bahen panangkut,eratkan ikatannya,True,True,True,1.0,1.0,False,TP
puru,agreed_extracted_match,True,bahat puru ni,banyak purunya,bahat puru ni,banyak purunya,True,True,True,1.0,1.0,False,TP
ranggou,agreed_extracted_match,True,ilangma ranggou bahen panuanmu tane,jangan buat jarang tanamanmu,ilangma ranggou bahen panuanmu tane,jangan buat jarang tanamanmu,True,True,True,1.0,1.0,False,TP
ring-ring,agreed_extracted_match,True,"jolma, bahat ring-ring badan ni","manusia, banyak anggota badannya","jolma, bahat ring-ring badan ni","manusia, banyak anggota badannya",True,True,True,1.0,1.0,False,TP
rongkih,agreed_extracted_match,True,rongkih angkula manghorjahon horja ai,capek badan mengerjakan kerja itu,capek; letih: rongkih angkula manghorjahon horja,ai capek badan menger- jakan kerja itu,False,False,False,0.614,0.8,False,FN
rumah,agreed_no_pair,False,,,,,False,False,False,0.0,0.0,False,TN
rumbung,agreed_extracted_match,True,si Tongat jenges marrumbung,si Tongat bagus bersuara besar,si Tongat jenges marrumbung,si Tongat bagus bersuara besar,True,True,True,1.0,1.0,False,TP
sahal,agreed_extracted_match,True,sahal dai ni salak ai,rasa salak itu tengik,sahal dai ni salak ai,rasa salak itu tengik,True,True,True,1.0,1.0,False,TP
sahan,agreed_extracted_match,True,boan hu jon sahan in!,bawa kemari cawan itu!,boan hu jon sahan in!,bawa kemari cawan itu,False,True,True,1.0,1.0,False,TP
salohot,agreed_extracted_match,True,"sada hutinta ni halak Simalungun, nini songon anggo diidah lang iboban, ahama ai? aima salohot","satu teka-teki orang Simalungun, katanya begini, kalau dilihat tidak dibawa, tetapi kalau tidak dilihat, dibawa-bawa, apakah itu? Itulah salohot","sada hutinta ni halak Simalungun, nini songon anggo diidah lang iboban, ahama ai? aima salohot","satu teka-teki orang Simalungun, katanya begini, kalau dilihat tidak di- bawa, tetapi kalau tidak dilihat, dibawa-bawa, apakah itu? Itu- lah salohot",False,False,True,1.0,0.913,False,FN
sia,agreed_extracted_match,True,nongkan indahan bae sia!,taruh nasi ini ke rantang!,nongkan indahan bae sia!,taruh nasi ini ke rantang,False,True,True,1.0,1.0,False,TP
sihap,agreed_extracted_match,True,sihap do ia roh,cepat juga ia datang,sihap do ia roh,cepat juga ia datang,True,True,True,1.0,1.0,False,TP
sodang,agreed_extracted_match,True,sodang mardiha ho nabudari i jabu?,sedang apa kau semalam di rumah?,sodang mardiha ho nabudari i jabu?,sedang apa kau semalam di rumah,False,True,True,1.0,1.0,False,TP
soh,agreed_extracted_match,True,ulangma nasiam soh anggo garama ope!,jangan kamu diam selagi muda!,ulangma nasiam soh anggo garama ope!,jangan kamu diam selagi muda,False,True,True,1.0,1.0,False,TP
sorot,agreed_no_pair,False,,,,,False,False,False,0.0,0.0,False,TN
subut,agreed_extracted_match,True,dopma subut guru parlajaran ai,pelajaran itu sudah diterangkan guru,dopma subut guru parlajaran ai,pelajaran itu sudah diterangkan guru,True,True,True,1.0,1.0,False,TP
tang,agreed_extracted_match,True,sai do tang harosukni,hanya itu cintanya,sai do tang harosukni,hanya itu cintanya,True,True,True,1.0,1.0,False,TP
tasak,agreed_extracted_match,True,domma tasak indahanmu i?,sudah matang nasimu itu?,domma tasak indahanmu i?,sudah matang nasimu itu,False,True,True,1.0,1.0,False,TP
telpak,agreed_extracted_match,True,ai mase telpak na sada on?,mengapa yang satu ini kurang?,ai mase telpak na sada on?,mengapa yang satu ini kurang,False,True,True,1.0,1.0,False,TP
tenjalak,agreed_extracted_match,True,mase tenjalak ho i jin?,mengapa engkau meloncat di situ?,mase tenjalak ho i jin?,mengapa engkau meloncat di situ,False,True,True,1.0,1.0,False,TP
