source_lemma,iaa_outcome,c_has_pair,a_has_pair,c_kalimat_asal,a_kalimat_asal,c_kalimat_tujuan,a_kalimat_tujuan,match_asal_strict,match_asal_normalized,match_asal_fuzzy,match_asal_fuzzy_score,match_tujuan_strict,match_tujuan_normalized,match_tujuan_fuzzy,match_tujuan_fuzzy_score,concatenation_candidate,outcome
manuduangi,agreed_extracted_match,True,True,anak tu manuduangi amaknyo jo payuang,anaknyo Jo kain,anak itu menudungi ibunya dengan payung,anaknya ditudungi de- ngan kain tu.ga n alat untuk pe!ubang tanah untuk bertanam; tugaan n tanaman pada !ubang yang berjejer: 'Jaguang tu tugal- kanjagung itu,False,False,False,0.243,False,False,False,0.142,True,wrong_extraction
marusuahan,agreed_extracted_match,True,True,ibu marusuahan adiak nan sakik,ibu adiak sakik,ibu merusuhkan adik yang sakit,ibu merusuh- kan adik yang sakit,False,False,False,0.379,False,False,True,0.812,False,wrong_extraction
muekan,agreed_extracted_match,True,True,muekan panuah-panuah,panuah-pa- nuah,muatkan penuh-penuh,muatkan penuh-penuh,False,False,False,0.389,True,True,True,1.0,False,wrong_extraction
muluik,agreed_extracted_match,True,False,mancuci muluik,,mencuci mulut,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
muncua,agreed_extracted_match,True,False,muncua ikan gadang,,muncul ikan besar,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
pabukoan,agreed_extracted_match,True,True,amak mambuek pabukoan,"amak mambuek ', ibu membuat perbu- kaan 1 bu.ku n buku: adiak mambali pabukoan, adik membeli buku n buku: pabukoan tabu tu kareh, bu- ku tebu itu",ibu membuat perbukaan,"keras; babuku v berbuku: tabu , tebu berbuku bu.lan n bulan: hari tarang pabukoan, han te- rang bulan bu.lek a bulat: bola itu pabukoan, bola itu bulat",False,False,False,0.182,False,False,False,0.037,True,wrong_extraction
pacuan,agreed_extracted_match,True,False,pacuan kudo,,tempat pacuan kuda,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
panyolang,agreed_extracted_match,True,True,inyo panyolang kecek urang gadang,inyo kecek urang gadang dia,dia suka membantah pembicaraan orang dewasa,suka membantah pem- bicaraan orang dewasa,False,False,False,0.613,False,False,True,0.795,False,wrong_extraction
parah,agreed_extracted_match,True,False,parah santan tu,,peras santan itu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
pasoalan,agreed_extracted_match,True,True,apo pasoalannyo,"apo '-nyo,",apa persoalannya,"apa persoalannya; panyoal a suka menyoal sobaik nsahahat, teman",False,False,False,0.176,False,False,False,0.255,True,wrong_extraction
pindah,agreed_extracted_match,True,False,pindah carito ka nan lain,,pindahkan cerita kepada yang lain,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
sabalah,agreed_extracted_match,True,False,mato ambo sabalah kida ko bangkak,,mata saya sebelah kiri ini bengkak,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
sabuang,agreed_extracted_match,True,False,inyo tukang sabuang ayam,,dia adalah tukang sabung ayam,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
samantangpun,agreed_extracted_match,True,True,samantangpun inyo kayo awak indak mamintak ka inyo doh,inyo kayo awak indak mamintak ka inyo doh sekalipun dla kaya,"sekalipun dia kaya, kita tidak akan meminta kepadanya",kita tidak akan meminta kepa- danya,False,False,False,0.579,False,False,False,0.528,False,wrong_extraction
sanjo,agreed_extracted_match,True,False,ari alah sanjo,,hari sudah senja,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
saudagar,agreed_extracted_match,True,False,saudagar kayo,,saudagar kaya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
siosio,agreed_extracted_match,True,False,siosio manuruiknyo,,sia-sia menurutnya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
sobokan,agreed_extracted_match,True,True,sobokan lah bareh tu,kth ba- reh,campurkanlah beras itu,tu campurkanlah beras itu,False,False,False,0.125,False,False,True,0.87,False,wrong_extraction
som,agreed_extracted_match,True,False,som kain tu indak elok,,som kain itu tidak baik,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
taabihan,agreed_extracted_match,True,False,taabihan kue sabanyakko dek ang,,terhabiskan kue sebanyak itu olehmu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
tabinasoan,agreed_extracted_match,True,True,lai tabinasoan kasadonyo,lai kasadonyo,ada terbinasakan semuanya,ada terbinasakan Se- muanya,False,False,False,0.435,False,False,True,0.778,False,wrong_extraction
takalek,agreed_extracted_match,True,True,agak takalek rasonyo,"agak rason y o. agak terpahit rasana ka.Iem.pong it alat kelainin laki- laki ka.Ieng n kaleng: ,,u',iteia. l.zaleng mentega: sakaleng",agak terpahit rasanya,"nu,n satu kaleng: Su- sit, satu kaleng susu ka.Ie.pak ,krah haju: takalek. hajuni'o ku- ,nua i sunua tit, i.ralilali suniur itu",False,False,False,0.106,False,False,False,0.009,True,wrong_extraction
takan,agreed_extracted_match,True,True,takan tombolnyo,"ruin bol,n'o,",tekan tombolnya,tekan torn bolnya,False,False,False,0.045,False,False,False,0.556,False,wrong_extraction
talok,agreed_extracted_match,True,False,indak talok den maangkeknyo,,tidak kuat saya mpngangkatnya,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
tarokoki,agreed_extracted_match,True,True,lai tarokoki deknyo,"lai deknyo, adakah tererami olehnya rol n",adakah tererami olehnya,"penggaris, mistar roman a bentuk, ekspresi, wajah",False,False,False,0.167,False,False,False,0.0,True,wrong_extraction
tungau,agreed_extracted_match,True,True,digigik tungau,digigik digigit ulat kecil tung.ga .nai,digigit ulat kecil,n pucuk pimpinan dalam suatu kaum,False,False,False,0.229,False,False,False,0.0,True,wrong_extraction
ubeki,agreed_extracted_match,True,True,ubeki batuaknyo,batuaknyo,obati batuknya,obati batuknya,False,False,False,0.538,True,True,True,1.0,False,wrong_extraction
umanaikan,agreed_extracted_match,True,True,umanaikan ka anak ang,ka anak ang,amanatkan kepada anakmu,amanatkan kepada anakmu,False,False,False,0.471,True,True,True,1.0,False,wrong_extraction
umbuakan,agreed_extracted_match,True,True,umbuakan supayo inyo namuah pai,supayo inyo namuah pal,bujukkan supaya ia mau pergi,bujukkan supa- ya ia mau pergi,False,False,False,0.621,False,False,True,0.8,False,wrong_extraction
