source_lemma,iaa_outcome,c_has_pair,a_has_pair,c_kalimat_asal,a_kalimat_asal,c_kalimat_tujuan,a_kalimat_tujuan,match_asal_strict,match_asal_normalized,match_asal_fuzzy,match_asal_fuzzy_score,match_tujuan_strict,match_tujuan_normalized,match_tujuan_fuzzy,match_tujuan_fuzzy_score,concatenation_candidate,outcome
karung,agreed_extracted_match,True,True,belikan beras sekarung,belikan beras se—,belikan beras sekantong,rb e lik an beras sekantong,False,False,False,0.667,False,False,False,0.607,False,wrong_extraction
kegaduhan,agreed_extracted_match,True,True,kegaduhan itu semakin gawat,itu semakin gawat,kerusohan itu maken gawat,'kerusohan itu maken gawat,False,False,False,0.6,False,True,True,1.0,False,wrong_extraction
kekosongan,agreed_extracted_match,True,False,kekosongan hati,,kehampean ati,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
keluarga,agreed_extracted_match,True,True,ayah mengajak kami mengunjungi keluarga,ayah mengajak kami mengunjungi,bapak ngajak kami bejumpe sanak sedare,'bapak ngajak kami bejumpe sanak sedare,False,False,False,0.735,False,True,True,1.0,False,wrong_extraction
kepiting,agreed_extracted_match,True,True,kepiting bangkang,frarrgkang,ketam bangkang,'ketam bangkang' (ketam yg idop dl bakau,False,False,False,0.158,False,False,False,0.355,True,wrong_extraction
konsespsi,agreed_extracted_match,True,False,konsespsi nilai Gurindam 12,,pengertian nilai Gurindam 12,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
koran,agreed_extracted_match,True,False,koran Riau Pos,,surat kaba Riau Pos,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
lembaga,agreed_extracted_match,True,True,semalam aku jumpa lembaga,semalam aku jumpa lembaga,semalam aku jumpe hantu,'semalam aku jumpe hantu,True,True,True,1.0,False,True,True,1.0,False,TP
lipstik,agreed_extracted_match,True,False,lipstik merah muda,,gincu merah mude,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
loak,agreed_extracted_match,True,True,buang kertas itu dl loak,buang kertas itu dl —,buang kertas itu dl bakol sampah,'buang kertas itu dl bakol sampah,False,False,True,0.783,False,True,True,1.0,False,wrong_extraction
longgar,agreed_extracted_match,True,False,baju yg kupakai longgar,,baju yg kupakai besa,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
mabuk,agreed_extracted_match,True,True,"karena minum arak, mereka jadi mabuk","karena minum arak, mere/ca jadi","karene minom arak, mereke jadi naneng","mabuk, 'karene minom arak, merekejadi naneng",False,False,False,0.658,False,False,False,0.727,False,wrong_extraction
makna,agreed_extracted_match,True,True,kepergianku ke sini membawa makna,kepergianku ke sinE membawa makna,kepergianku ke sini mawak maksod,'kepergianku ke sini mawak maksod,False,False,True,0.824,False,True,True,1.0,False,wrong_extraction
mayat,agreed_extracted_match,True,True,mayatnya telah dikuburkan,nya telah dikuburkan,jenazahnye lah dikubokan,jaiazahnye lab dikubokan,False,False,True,0.783,False,False,False,0.571,False,wrong_extraction
melawak,agreed_extracted_match,True,False,mereka melawak di panggung gembira,,mereke melucu di panggong gembira,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
memabukkan,agreed_extracted_match,True,True,jauhilah minuman yg memabukkan,yg mengakibatkan mabok:jauhilah minuman yg mabuk,jaohilah minoman yg mengakibatkan mabok,jaohi1ah minoman yg mengakibatkan mabok,False,False,False,0.533,False,False,True,0.846,False,wrong_extraction
memaparkan,agreed_extracted_match,True,True,masing-masing memaparkan pendapatnya,masing-masing memaparkan pendapatnya,maseng-maseng menjelaskan pendapatnye,'masig-maseng mijeIaskan pidapainye,True,True,True,1.0,False,False,False,0.348,False,wrong_extraction
membalut,agreed_extracted_match,True,False,ia membalut kakinya yang terluka,,ia membarut kakinye yang terluke,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
memimpin,agreed_extracted_match,True,False,memimpin tangan adiknya,,membimbeng tangan adeknye,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
memukul,agreed_extracted_match,True,True,dia memukul kakiku,dia pukul kakiku,die memukol kakiku,'die memukol kakiku,False,False,False,0.579,False,True,True,1.0,False,wrong_extraction
mendata,agreed_extracted_match,True,True,dia mendata kejadian itu,"dia == kejadian itu,",die menyusun date kejadian itu,"'die menyusun date kejadian itu', pendata n pendata; pembukti; menyustm date",False,False,False,0.48,False,False,False,0.491,True,wrong_extraction
mengajak,agreed_extracted_match,True,True,Amin mengajak temannya mengail,Amin temannya mgai1,Amin ngajak kawannye pegi ngael,Amin ngajak kawannyepegi,False,False,False,0.464,False,False,False,0.69,False,wrong_extraction
menggotong,agreed_extracted_match,True,True,kami menggotong kayu,kami gosok kayu,kami mawak kayu,'kami mawak kayu,False,False,False,0.24,False,True,True,1.0,False,wrong_extraction
menggugah,agreed_extracted_match,True,True,nasihatnya menggugah hatiku,nasihatnya gugah hatiku,nasehat die nyadakan ati aku,'nasehat die nyadakan ati aku,False,False,False,0.692,False,True,True,1.0,False,wrong_extraction
menghukum,agreed_extracted_match,True,True,pemerintah akan menghukum orang yg bersalah,pemerintah akan hukum orang yg bersalah,pemerentah akan ngukom orang yg besalah,'pemerentah akan ngukom orang yg besalah,False,False,True,0.814,False,True,True,1.0,False,wrong_extraction
mengisap,agreed_extracted_match,True,True,dia mengisap biji mangga,dia isap byi mangga,die ngolom bijik mangge,'die ngolom bijik mangge,False,False,False,0.444,False,True,True,1.0,False,wrong_extraction
mengukuhkan,agreed_extracted_match,True,True,kegunaan tiang adalah untuk mengukuhkan bangunan,kegunaan Hang,kegunean tiang adelah untok mempekuat bangonan,adalah untuk bangunan,False,False,False,0.182,False,False,False,0.192,False,wrong_extraction
menimbulkan,agreed_extracted_match,True,False,pekerjaanmu akan menimbulkan bencana,,pekerjeanmu akan berakibat bencane,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
menjunjung,agreed_extracted_match,True,True,ibu sedang menjunjung air,ibu sedang junjung air,mak lagi nyunjong ae,'mak lagi nyunjong ae,False,False,False,0.727,False,True,True,1.0,False,wrong_extraction
menjurus,agreed_extracted_match,True,True,jalan ini menjurus ke pantai,teros nuju:ja/an mi jurnaiistik kepantal,jalan ini nuju ke pantai,jalan mi nuju ke pantai,False,False,False,0.103,False,False,False,0.72,False,wrong_extraction
menyerempet,agreed_extracted_match,True,True,mobil itu menyerempet sepeda,mobil itu serempet sepeda,kerete itu menggesel sepeda,'kerete itu menggesel seda,False,False,False,0.714,False,False,True,0.846,False,wrong_extraction
meresapi,agreed_empty_other,False,True,,dia apayg,,dikatakan orang itu,False,False,False,0.0,False,False,False,0.0,False,FP
mode,agreed_extracted_match,True,True,mengikuti mode berpakaian,mengikuti mode berpakaian,mengikot gaye bepakaian,meiigikot gaye bepakaian,True,True,True,1.0,False,False,False,0.72,False,wrong_extraction
motivasi,agreed_extracted_match,True,True,beliau yg memberikan motivasi agar aku tetap sekolah,beliau yg memberikan — agar aku tetap sekolah,beliau yg merikan sokongan agar aku tetap sekolah,'beliau yg merikan sokongan agar aku tetap sekolah,False,False,True,0.755,False,True,True,1.0,False,wrong_extraction
panjar,agreed_extracted_match,True,False,"sbg tanda jadi, kami membayar panjar separuh",,"sbg tande jadi, kami maya cengkeram separoh",,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
penghematan,agreed_extracted_match,True,True,pemerintah menganjurkan penghematan dl memakai listrik,"tak boros; pemermntah menganjurkan ,hématl dl memakai listrik",pemerentah nganjokan cermat dl makai listrik,'pemereitah nganjokan cermat dl makai listrik,False,False,False,0.536,False,False,True,0.867,False,wrong_extraction
pengintaian,agreed_no_pair,False,True,,pebuatan atau perihal,,ngintep; tempat ngintep,False,False,False,0.0,False,False,False,0.0,False,FP
pergi,agreed_extracted_match,True,False,bapak sedang pergi,,bapak sedang kelua,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
perlawanan,agreed_extracted_match,True,False,perlawanan tadi kurang seru,,petandengan tadi kurang seru,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
posisi,agreed_extracted_match,True,True,posisi daerah Riau,daerah Riau,letak daerah Riau,'letak daerah Riau,False,False,False,0.562,False,True,True,1.0,False,wrong_extraction
representatif,agreed_extracted_match,True,True,data itu kurang representatif,data 1W kurang representatif,data itu kurang pas,'data itu kurang pas,False,False,False,0.71,False,True,True,1.0,False,wrong_extraction
rimbun,agreed_extracted_match,True,True,pohon itu berdaun rimbun,pohon itu berdaun rimbun,pokok itu bedaon lebat,pokok itu bedaon lebat,True,True,True,1.0,True,True,True,1.0,False,TP
sakit,agreed_extracted_match,True,True,kakiku terasa sakit terinjak paku,kakiku terasa sakit terinjak paku,kakiku terase bise terinjak paku,'kakiku terase bise terinjak paku,True,True,True,1.0,False,True,True,1.0,False,TP
semena-mena,agreed_extracted_match,True,False,tindakannye semena-mena,,tindakannye sebarangan,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
singgah,agreed_extracted_match,True,True,singgah dulu ke rumah kami,dulu ke rumah kami,mampe dulu ke rumah kami,'mampe dulu ke rumah kami,False,False,False,0.696,False,True,True,1.0,False,wrong_extraction
sisi,agreed_extracted_match,True,True,sisi kiri,"kin, 'sampeng kid; tepi: sisi",sampeng kiri,"Sungai Siak, 'tepi Sungai Siak",False,False,False,0.097,False,False,False,0.0,True,wrong_extraction
stagnasi,agreed_extracted_match,True,True,stagnasi lalu lintas,lain lintas,kemacetan lalu lintas,'kemacetan lalu lintas,False,False,False,0.227,False,True,True,1.0,False,wrong_extraction
tambah,agreed_extracted_match,True,True,"tambah, bu', kata anaknya","bu', kata anaknya,","lagi, mak', kate anaknye","'lagi, mak', kate anaknye, tande tambah",False,False,False,0.652,False,False,False,0.629,False,wrong_extraction
tampil,agreed_extracted_match,True,True,para pemenang dipersilakan tampil,para pemenang dipersilakan tampil,pare pemenang dipesilakan ke depan,'pare pemenang dipesilakan ke depan,True,True,True,1.0,False,True,True,1.0,False,TP
target,agreed_extracted_match,True,True,melampaui target,melampaui target,melampaui pekirean,'melampaui pekirean,True,True,True,1.0,False,True,True,1.0,False,TP
tenda,agreed_extracted_match,True,True,Suku Mantang memasang tenda di sampannya,Suku Mantang memasang tenda di sampannya,Suku Mantang masang kajang di sampannye,'Suku Mantang masang kajang di sampannye,True,True,True,1.0,False,True,True,1.0,False,TP
tender,agreed_extracted_match,True,True,kami diberi tender oleh pimpinan perusahaan itu,kami diberi tender oleh pimpinan pensahaan itu,kami diberi borongan kerje oleh pimpenan perusahean itu,'kami thbthborongankeijeolthpimpaianperusahean itu,False,False,True,0.851,False,False,False,0.311,False,wrong_extraction
terapung-apung,agreed_extracted_match,True,True,kapal yg rusak itu terapung-apung di lautan,"kapal 19 yg rusak itu apung di lautan, 'kapal yg rosak itu terapong-rapong dekat laot'",kapal yg rosak itu terapong-rapong dekat laot,"a.rah n tujuan; maksod; asrat; ngadap ke... berjalan tidak tentu --nya, a1an tak tentu tujuannye",False,False,False,0.554,False,False,False,0.035,True,wrong_extraction
terjangkau,agreed_extracted_match,True,False,apakah cita-citamu itu akan terjangkau,,apekah cite-cite dikau itu akan tecapai,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
terlatih,agreed_extracted_match,True,False,dia telah terlatih dg hal-hal seperti itu,,die lah tebiase dg hal-hal seperti itu,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
tukang,agreed_extracted_match,True,True,"kalau mencari pemangkas rambut, di sini ada tukangnya","kalau mencari pemangkas rambut, di sini ada --nya,","kalau mencarik pemangkas rambot, di sini ade ahlinye","'kalau micarik pemangkas rambot, di sini ade ahlinye",False,False,True,0.796,False,False,True,0.868,False,wrong_extraction
tumbuk,agreed_extracted_match,True,False,kena tumbuk,,kene tinju,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
warisan,agreed_extracted_match,True,False,mendapat warisan,,mendapat pusake,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
zone,agreed_extracted_match,True,False,zone penerbangan,,kawasan penerbangan,,False,False,False,0.0,False,False,False,0.0,False,missed_lemma
